,0
"PILOT HAD RECEIVED AN IFR CLEARANCE AND WAS CLEARED FOR TAXI BY TYS GROUND CONTROL  PILOT REALIZED A WHEEL CHOCK WAS STILL IN PLACE  HE SET THE PARKING BRAKE, GOT OUT OF THE AIRCRAFT TO REMOVE THE CHOCK AND WHEN HE REMOVED THE CHOCK THE AIRCRAFT STARTED TO MOVE  HE WAS UNABLE TO CATCH UP WITH THE AIRCRAFT AND THE AIRCRAFT RAN INTO A CONCRETE PILLAR CAUSING SUBSTANTIAL DAMAGE   ON OCTOBER 15, 2001, ABOUT 0855 EASTERN DAYLIGHT TIME, A CESSNA 172P, N52685, REGISTERED TO MARASHI AVIATION, LLC , OPERATING AS A TITLE  CFR PART 91 PERSONAL FLIGHT, SUSTAINED A GROUND COLLISION WITH AIRPORT TERMINAL CONCRETE COLUMNS AT KNOXVILLE'S MCGHEE TYSON AIRPORT, TENNESSEE  VISUAL METEOROLOGICAL CONDITIONS PREVAILED AND AN INSTRUMENT FLIGHT PLAN WAS FILED  THE AIRCRAFT RECEIVED SUBSTANTIAL DAMAGE, AND THE COMMERCIALLY-RATED PILOT AND A PASSENGER WERE NOT INJURED  THE PLANNED DEPARTURE HAD NOT OCCURRED AT THE TIME OF THE ACCIDENT  ACCORDING TO THE PILOT, AFTER ENGINE START AND ATTEMPT TO TAXI, HE REALIZED THAT A CHOCK WAS STILL IN PLACE AT HIS RIGHT MAIN WHEEL  HE SET THE PARKING BRAKE, TOLD HIS RIGHT SEAT OCCUPANT TO SIT STIL                                                                 L, AND EXITED THE COCKPIT TO REMOVE THE CHOCK  ONCE HE REMOVED THE CHOCK, THE AIRCRAFT TAXIED FORWARD WHERE THE RIGHT WING COLLIDED WITH A CONCRETE COLUMN OF THE TERMINAL CANOPY, PIVOTING THE AIRCRAFT AND CAUSING THE LEFT WING TO COLLIDE WITH ANOTHER COLUMN  THE WING MAIN SPAR SUSTAINED DAMAGE, AS WELL AS LEFT WING FUEL TANK RUPTURE  POSTCRASH EXAMINATION OF THE COCKPIT REVEALED THAT THE PARKING BRAKE WAS NOT SET  HE STATED THAT THE PARKING BRAKE MUST HAVE BEEN INADVERTENTLY RELEASED AS HE SLID OUT OF HIS SEAT  ACCORDING TO AN FAA INSPECTOR, THE DISTANCE THE UNPILOTED AIRCRAFT TRAVELED PRIOR TO THE COLLISION WITH THE CONCRETE COLUMNS WAS ABOUT 300 FEET  THE RAMP POSSESSED A SLIGHT DOWNHILL SLOPE IN THE DIRECTION THE AIRCRAFT WAS HEADED AT ENGINE START, AND ALTHOUGH THE PILOT TRIED TO CATCH THE TAXIING AIRCRAFT, HE WAS UNABLE  THE LEFT WING SUSTAINED LEADING EDGE COLLISION DAMAGE ONE FOOT FROM THE WING TIP, THE RIGHT WING LEADING EDGE SUSTAINED DAMAGE JUST OUTBOARD OF THE LIFT STRUT ATTACHMENT, AND THE WING SPAR CENTER SECTION WAS BENT  THE PASSENGER EXITED THE AIRCRAFT, POSTCRASH, UNINJURED  TWO FAA INSPECTORS EXAMINED THE BRAKE SYSTEM AND FOUND NO DISCREPANCIES  THEIR CONCLUSION WAS, ""IT IS MY OPINION THAT THE PILOT ACCIDENTALLY HIT THE PARKING BRAKE HANDLE WITH HIS KNEE WHEN HE EXITED THE AIRCRAFT AND THE RETURN SPRING FOR THE HANDLE PULLED THE PARKING BRAKE HANDLE TO THE OFF POSITION, RELEASING THE BRAKES """,1
"ON A FLIGHT FROM GARDEN VALLEY AIRPORT TO BOISE, IDAHO, THE ENGINE QUIT SUDDENLY  THE PILOT MADE AN ENGINE OUT LANDING AT A PRIVATE AIRSTRIP ON A RANCH IN HORSESHOE BEND, IDAHO  UPON EXAMINATION OF THE AIRCRAFT AND ENGINE IT WAS DETERMINED THAT THE AIRCRAFT WAS OUT OF FUEL  FUEL WAS ADDED TO THE FUEL TANKS AND THE AIRCRAFT DEPARTED AND OPERATED BACK TO GARDEN VALLEY WITHOUT INCIDENT  PILOT THINKS SOMEONE DRAINED FUEL FROM HIS FUEL TANKS WHILE IT WAS TIED DOWN AT THE GARDEN VALLY AIRPORT ",1
"maintenance WAS PERFORMED SOMETIME BEFORE THE PROPOSED FLIGHT  THE ANTI-SKID CIRCUIT BREAKER WAS PULLED BY maintenance AND NOT RESET PRIOR TO RELEASING THE AIRPLANE  CREW MISSED CIRCUIT BREAKER CHECK ON PRE-FLIGHT  IN THIS AIRCRAFT, THE BREAKS ARE INOPERATIVE IF THE ANTI-SKID BREAKER IS TRIPPED  CREW MISSED BREAK CHECK ON PRE-TAXI CHECKLIST  AIRCRAFT STRUCK TAXIWAY LIGHTS WHILE EXITING PARKING RAMP  MINOR DAMAGE OCCURRED ",1
"ON OCTOBER 13, 2001, A CESSNA CE-172, N2529L, MADE AN EMERGENCY LANDING ON A FROZEN LAKE NEAR THE VILLAGE OF NAPASKIAK, ALASKA  THE PART 91 VFR FLIGHT OPERATED BY THE AIRCRAFT OWNER MR  CARL DIRKERS WAS ENROUTE FROM MANOKOTAK TO BETHEL, ALASKA  WHEN APPROXIMATELY 6 MILES FROM BETHEL, AFTER CONTACTING BET TWR, THE ENGINE BEGAN RUNNING ROUGH  THE PILOT SAID HE APPLIED CARBURETOR HEAT, BUT IT MADE THINGS WORSE  HE IMMEDIATELY TURNED TOWARDS NAPASKIAK AND NOTIFIED TWR THAT HE WAS DIVERTING  THE ENGINE SPUTTERED AND STOPPED RUNNING  HE DECLARED AN EMERGENCY AND LANDED ON A FROZEN LAKE  DURING ROLL OUT TOWARDS SHORE, THE LEFT WHEEL BROKE THROUGH THE ICE FOLLOWED BY THE FRONT WHEEL  THE PILOT SAID THE WATER WAS APPROXIMATELY THREE FEET DEEP AND THE AIRCRAFT STUCK NOSE DOWN IN THE MUD  THE AIRCRAFT RECEIVED MINOR DAMAGE TO THE LEFT WING TIP AND BOTTOM COWLING, THERE WERE NO INJURIES ",1
"THIS INCIDENT, PRIVACY DATA OMITTED IS CLOSED  PRIVACY DATA OMITTED     INSPECTOR STATEMENT: ON AUGUST 18, 2001, THE ROC NOTIFIED ME THAT THE JACKSON CO  SHERIFF'S  DEPT  HAD RECEIVED A REPORT THAT A SMALL AIRPLANE HAD MADE A FORCED LANDING IN THE JAMES A  REED WILDLIFE AREA, SIX MILES SE OF LEE'S SUMMIT MUNICIPAL AIRPORT LXT  AFTER A BRIEF SEARCH, THE AIRPLANE WAS LOCATED; HOWEVER, THE PILOT HAD LEFT THE AREA  WHILE ON THE TELEPHONE WITH A DISPATCHER, A DEPUTY INDICATED THAT THE PILOT HAD RETURNED, AND REQUESTED MY PRESENCE AT THE SCENE  I ARRIVED AT APPROXIMATELY 1300 CDT  ON SCENE WERE THE PILOT, FRANK D  JULIAN, AND THREE SHERIFF'S DEPUTIES  WE APPROACHED THE AIRCRAFT, N72109, AN AMATEUR-BUILT KITFOX IV-1200 REGISTERED TO MR  JULIAN, NESTLED IN SIX-FOOT TALL WEEDS  MR  JULIAN EXPLAINED TO ME THAT HE HAD DEPARTED HARRISONVILLE, MO OA6 FOR A FLIGHT TO LXT, AND HAD NEGLECTED TO TURN ON THE MAIN FUEL TANK VALVES  HE ESTIMATED THAT THE HEADER TANK HAD CONTAINED ABOUT A GALLON OF FUEL, WHICH WAS ENOUGH TO START THE ENGINE, TAKE-OFF AND FLY FOR ABOUT 10 MINUTES  WHEN THE ENGINE QUIT, HE KNEW IMMEDIATELY WHAT THE PROBLEM WAS  HE TURNED ON A MAIN TANK FUEL VALVE; HOWEVE R, HE WAS UNABLE TO RESTART THE ENGINE  HIS GLIDE BROUGHT HIM TO A REMOTE PART OF THE WILDLIFE AREA, AND HE REDUCED HIS SPEED TO APPROXIMATELY 20 KNOTS BEFORE LANDING IN THE TALL WEEDS  MR  JULIAN, THE SOLE OCCUPANT, WAS UNHURT  MINOR DAMAGE TO N72109 CONSISTED OF NOSE COWL CRACKS, BROKEN PROPELLER BLADES  AND BENT MAIN LANDING GEAR STRUTS  THE WINGS AND TAIL SECTION WERE UNDAMAGED, AND A FLIGHT CONTROL CONFORMITY CHECK REVEALED NO ABNORMALITIES  SUFFICIENT FUEL WAS OBSERVED IN THE MAIN TANKS, AND THERE WERE NO LEAKS OR SPILLS  MR  JULIAN PRESENTED AIRCRAFT DOCUMENTS, HIS AIRMAN AND MEDICAL CERTIFICATES, AND HIS PILOT LOGBOOK  UPON REVIEW, HIS PAPERWORK APPEARED TO BE IN ORDER  MR  JULIAN STATED THAT HE HAD MADE ARRANGEMENTS FOR A TRUCK TO BE BROUGHT TO THE SCENE THE FOLLOWING DAY IN ORDER TO REMOVE HIS AIRPLANE ",1
"23PILOT STATED HE USED FUEL IN LEFT FUEL TANK, HE SELECTED RIGHT TANK, WHICH STILL HAD 10-15 GALLONS  AFTER ABOUT ONE MINUTE THE ENGINE STARTED RUNNING ROUGH AND LOSING POWER   HE SWITCHED BACK TO THE LEFT TANK AND POWER WAS RESTORED BUT STARTED LOSING POWER AGAIN AS THAT TANK EVIDENTLY RAN DRY   SELECTED RIGHT TANK AGAIN BUT ENGINE CONTINUED TO RUN ROUGH UNTIL IT QUIT   A EMERGENCY LANDING WAS PERFORMED WITH MINOR DAMAGE TO ONE LANDING GEAR AND NO INJURY ",1
"PILOT ATTEMPTED TO LAND AT KODIAK MUNICIPAL AIRPORT  HE GOT A NOSE GEAR UNSAFE INDICATION  HE NOTIFIED TOWER OF SITUATION, LANDED AT KODIAK STATE AIRPORT WITHOUT INCIDENT  PILOT INSPECTED NOSE GEAR AND DETERMINED NOTHING WAS WRONG AND GEAR WAS LOCKED  PILOT TOOK OFF FROM STATE AND LANDED AT MUNICIPAL WHERE ON LANDING ROLL OUT NOSE GEAR COLLAPSED ",1
"ON AUGUST 23, 2001, AT APPROXIMATELY 1530 EDT, A CESSNA 182R, N19E, SUSTAINED SUBSTANTIAL DAMAGE DURING LANDING ROLLOUT ON RUNWAY 5 AT THE ELIZABETHTOWN AIRPORT EKX, ELIZABETHTOWN, KY  THE AIRPLANE WAS OPERATED UNDER DAY VFR,  CFR 91, BY AN APPROPRIATELY RATED PILOT, WHO HELD AN AIRLINE TRANSPORT PILOT CERTIFICATE  THE FLIGHT ORIGINATED FROM FORT KNOX FTK AT ABOUT 1515 EDT WITH ONE PASSENGER ABOARD  A WRITTEN STATEMENT PROVIDED TO THE FAA IIC REVEALED THAT THE PILOT FOUND, DURING A REVIEW OF THE maintenance LOG, A ""WRITE-UP"" INDICATING THAT THE RIGHT BRAKE WAS INOPERATIVE  THE PILOT STATED HE HAD DISCUSSED THIS DISCREPANCY WITH THE maintenance OFFICER OF THE LOCAL CIVIL AIR PATROL CHAPTER  NONETHELESS, THE PILOT, ALONG WITH CONCURRENCE OF THE maintenance OFFICER, MADE ARRANGEMENTS TO HAVE THE AIRCRAFT BRAKE REPAIRED AT ELIZABETHTOWN  SUBSEQUENTLY, THE PILOT STATED THAT HE COMPLETED AND INSPECTION OF THE RIGHT BRAKE, WHICH INDICATED AN ABNORMAL OPERATION  HOWEVER, ACCORDING TO THE PILOT THERE WERE NO INDICATIONS OF FLUID LEAKAGE OR COMPLETE LACK OF BRAKE OPERATION  THE PILOT STATED THAT HE ELECTED TO MAKE A NO-FLAP LANDING ON RUNWAY 5, BELIEVING THAT HE COULD STOP THE AIRCRAFT ON TEH 5,000-FOOT LONG RUNWAY  UPON LANDING, THE AIRCRAFT PULLED TO THE LEFT EDGE OF THE RUNWAY AS IT NEARED THE END WHERE PROCEEDED DOWN AN EMBANKMENT AND ROLLED OVER INVERTED  THERE WERE NO INJURIES TO THE PILOT AND PASSENGER, NOR WAS THERE A POST-CRASH FIRE  POST ACCIDENT EXAMINATION OF THE RIGHT WHEEL BRAKE INDICATED A ""GOUGE"" OF ABOUT 1/16TH INCH IN THE BRAKE LINE NEAR THE B-NUT FITTING WITH THE BRAKE CALIPER  EVIDENCE OF HYDRAULIC FLUID RESIDUE DRY WAS PRESENT IN AND AROUND THE RIGHT MAIN LANDING GEAR FLANGE; RIGHT MAIN LANDING GEAR TUBE; RIGHT MAIN LANDING GEAR CALIPER FAIRING, AND INSIDE THE RIGHT MAIN LANDING GEAR TUBE FAIRING  THE BRAKE WAS TESTED BY ROTATING THE WHEEL AND APPLICATION OF PRESSURE ON THE TOP RIGHT RUDDER PEDAL WITH NO SATISFACTORY OPERATIONAL RESULTS  THE LEFT WHEEL BRAKE OPERATED SATISFACTORILY  REVIEW OF THE maintenance RECORDS INDICATED THAT THE RIGHT BRAKE WAS RECORDED AS ""INOPERATIVE"" ON AUGUST 21, 2001  HOWEVER, THERE WAS NO EVIDENCE THAT INDICATED THE DISCREPANCY HAD BEEN CORRECTED  THE AIRCRAFT RECEIVED ITS LAST ANNUAL INSPECTION ON JULY 22, 2001  ADDITIONALLY, maintenance PERSONNEL WERE QUESTIONED CONCERNING THE INSPECTION OF THE BRAKE SYSTEM AND COMPONENTS  INFORMATION GATHERED DURING THE INTERVIEW INDICATED THAT maintenance PERSONNEL FAILED TO REMOVE THE LANDING GEAR FAIRING THAT WOULD EXPOSE THE BRAKE LINE FOR A DETAILED INSPECTION  NEAREST WEATHER REPORTED AT FT  KNOX FTK, WHICH IS 12 MILES NORTH OF THE ACCIDENT SITE, INDICATED AT 1955 UTC 5,000 SCATTERED, CEILING 20,000 BROKEN, WINDS 350 DEGREES AT 8 KNOTS VARIABLE 300 TO 010 DEGREES, VISIBILITY 7 STATUTE MILES, THUNDERSTORMS IN THE VICINITY, ALTIMETER 30 0 HG, REMARKS, THUNDERSTORMS  MILES EAST, MOVING EAST AND SOUTH  ACCORDINGLY, THE PILOT STATED THAT PRIOR TO LANDING HE HAD RECEIVED THE AWOS DATA THAT INDICATED THE WINDS AT EKX WERE 280 DEGREES AT 10 KNOTS   THE CIVIL AIR PATROL CAP PILOT ELECTED TO MAKE A FLIGHT WITH AN INOPERATIVE RIGHT BRAKE  HE FOUND THAT THE BRAKE WAS INOPERATIVE DURING HIS PRE-FLIGHT INSPECTION, FROM A WRITE-UP LEFT BY THE PREVIOUS PILOT  HE TALKED TO THE CAP WING maintenance OFFICER, AND TOGETHER THEY AGREED THAT THE PILOT WOULD FERRY THE AIRPLANE TO ANOTHER AIRPORT FOR maintenance  HE DEPARTED WITHOUT INCIDENT  IN THE LANDING PATTERN AT THE DESTINATION AIRPORT, THE PIL                                                     OT ELECTED TO LAND WITH A 10-KNOT QUARTERING TAILWIND WITH NO FLAPS  HE WAS UNABLE TO STOP THE AIRPLANE ON THE 5,000-FOOT RUNWAY, AND IT RAN OFF THE DEPARTURE END  THE AIRPLANE WENT THROUGH A DITCH, AND CAME TO REST INVERTED IN A CORNFIELD  AN ALUMINUM BRAKE LINE ATTACHED TO THE RIGHT SIDE TUBULAR STEEL LANDING GEAR STRUT HAD CHAFFED AGAINST THE ALUMINUM COVERING OVER THE STRUT, AND DEVELOPED A LE",1
BIRDS NEST IN ENGINE COWLING THAT WAS INGESTED INTO THE INDUCTION SYSTEM CAUSING A RESTRICTION TO AIRFLOW AND ENGINE POWER LOSS  MR  WEAVER WAS CONDUCTING BIANNUAL FLIGHT REVIEW ,1
AFTER TAKE OFF aircraft HAD POWER FAILURE  PILOT FLEW BY TOWER AND CONFIRMED ALL GEAR DOWN  aircraft LANDED AND NOSE GEAR COLLAPSED  MINOR DAMAGE TO NOSE GEAR DOORS AND PROP TIPS BENT AFT  NO INJURIES ,1
"INSPECTION OF THE AIRCRAFT BY THE FBO INDICATES THAT THE PILOT ATTEMPTED THE TAKE-OFF ROLL WITHOUT THE PARKING BRAKE COMPLETELY RELEASED  THEREFORE, THE ANTI-SKID WAS IN-OPERABLE WHICH CAUSED THE MAIN TIRES AND BRAKES TO BE DAMAGED BY THE ABORTED TAKE-OFF ",1
"THE PILOT IN COMMAND TAXIED AND TOOK OFF WITH THE ENGINE HEATER EXTENSION CORD PLUGGED INTO THE AIRPLANE  UPON BEING INFORMED BY THE CONTROLLER THAT THERE APPEARED TO BE A ""ROPE"" HANGING FROM THE AIRCRAFT HE RETURNED FOR LANDING AND TAXIED TO THE COMPANY WITHOUT INCIDENT  NO DAMAGE WAS FOUND BY AN INSPECTOR BY maintenance PRIVACY DATA OMITTED",1
"AIRCRAFT DEPARTED FAIRBANKS INTERNATIONAL APPROXIMATELY 10 MINUTES AFTER TAKEOFF AND WHILE IN CLIMB, THE ENGINE STARTED RUNNING ROUGH  THE AIRCRAFT RETURNED TO FAI  ICE WAS FOUND IN THE FUEL STRAINER SCREEN PRIVACY DATA OMITTED",1
"ON JANUARY 2, 2002, AT APPROXIMATELY 2330 CST, A PIPER PA-28-180 MADE AN EMERGENCY LANDING RESULTING FROM SEPARATION OF COWLING FROM THE AIRCRAFT  SUBSEQUENTLY, THE COWLING IMPACTED THE WINDSHIELD CAUSING IT TO SHATTER  THE PILOT WAS CONDUCTING THE FLIGHT UNDER  CFR 91 UNDER VFR FROM CHAMPAIGN, IL  THERE WERE NO INJURIES  ACCORDING TO A STATEMENT MADE BY THE PILOT, HE INDICATED THAT PRIOR TO DEPARTURE THE AIRCRAFT WAS HAVING DIFFICULTY STARTING THE ENGINE DUE TO THE STARTER BENDIX FAILING TO ENGAGE  THE PILOT STATED THAT WITH ASSISTANCE FROM LINE PERSONNEL THAT HE WAS ABLE TO START THE ENGINE  THE PILOT STATED THAT THE COWLING WAS NEVER REMOVED PRIOR TO BEGINNING THE FLIGHT  WEATHER AT THE TIME OF THE INCIDENT WAS VFR ",1
ON 12/13/02 AT APPROXIMATELY 21:12 N111AM SUSTAINED HYDRAULIC FAILURE THUS LANDING AT PBI  DURING THE TAXI INTO THE RAMP PIC EXCEPTED A TURN OFF ONTO AN UNLIT TAXIWAY  THE RIGHT WINGTIP HIT A SIGN ,1
PILOT FORGOT TO REMOVE TOW BAR  WHILE TAXIING FOR TAKE-OFF PROP STRUCK TOW BAR ,1
"INEFFECTIVE ELEVATOR CONTROL BECAME APPARENT DURING TAKE OFF ROLL  ONGOING INVESTIGATION TO DETERMINE CAUSE OF POSSIBLE CONTROL MALFUNCTION  PILOT CONTINUED TAKE OFF, CLIMBED TO ALTITUDE, RELEASED JUMPERS, THEN ATTEMPTED AIRPORT LANDING WITHOUT ELEVATOR - BOUNCED SEVERAL TIMES, COLLAPSING NOSE GEAR - LOST DIRECTIONAL CONTROL, SKIDDED FROM RUNWAY   19 ON MARCH 23, 2002, ABOUT 1722 CENTRAL STANDARD TIME, A CESSNA 182F, N86U, REGISTERED TO ALABAMA SKYDIVING, INC , OPERATING AS A TITLE  CFR PART 91 PARACHUTE JUMP FLIGHT, SUSTAINED A HARD LANDING AND A NOSE GEAR COLLAPSE AT PELL CITY, ALABAMA  VISUAL METEOROLOGICAL CONDITIONS PREVAILED AND NO FLIGHT PLAN WAS FILED   THE AIRPLANE SUSTAINED SUBSTANTIAL DAMAGE AND THE COMMERCIAL-RATED PILOT, THE SOLE OCCUPANT, WAS NOT INJURED   THE FLIGHT ORIGINATED ABOUT 10 MINUTES BEFORE THE ACCIDENT  ACCORDING TO THE PILOT, HE THOUGHT HE DETECTED LESS THAN NORMAL ELEVATOR AUTHORITY ON TAKEOFF WITH TWOPARACHUTE JUMPERS ABOARD  HAVING RELEASED HIS JUMPERS, ON RETURN TO THE FIELD, DURING HIS LANDING FLARE HE STATED HE RAN OUT OF ELEVATOR NOSE-UP AUTHORITY AND LANDED HARD  THE LANDING WAS HARD ENOUGH TO COLLAPSE THE NOSE GEAR                  AND DAMAGE THE FIRWALL   ON MARCH 23, 2002, ABOUT 1722 CENTRAL STANDARD TIME, A CESSNA 182F, N86U, REGISTERED TO ALABAMA SKYDIVING, INC , OPERATING AS A TITLE  CFR PART 91 PARACHUTE JUMP FLIGHT, SUSTAINED A HARD LANDING AND A NOSE GEAR COLLAPSE AT PELL CITY, ALABAMA  VISUAL METEOROLOGICAL CONDITIONS PREVAILED AND NO FLIGHT PLAN WAS FILED  THE AIRPLANE SUSTAINED SUBSTANTIAL DAMAGE AND THE COMMERCIALLY-RATED PILOT, THE SOLE OCCUPANT, WAS NOT INJURED  THE FLIGHT ORIGINATED ABOUT 10 MINUTES BEFORE THE ACCIDENT  ACCORDING TO THE PILOT, PRIOR TO THE ACCIDENT FLIGHT, THE AIRCRAFT PERFORMED NORMALLY IN ALL ASPECTS  BEGINNING HIS FOURTH PARACHUTE DROP FLIGHT OF THE DAY, AFTER A TAKEOFF ROLL OF ABOUT 3,000 FEET AND 5 TO 10 FEET ABOVE THE 5,002 FOOT RUNWAY, HE DETECTED LESS THAN NORMAL ELEVATOR AUTHORITY WITH TWO PARACHUTE JUMPERS ABOARD  HE DECIDED TO CONTINUE THE TAKEOFF BECAUSE HE HAD CONFIDENCE IN THE POWER OF THE ENGINE, AND BECAUSE OF THE LACK OF AVAILABLE RUNWAY REMAINING FOR AN ABORT  HAVING CLIMBED TO RELEASE ALTITUDE, 3,500 FEET, AGL AND RELEASING HIS JUMPERS, ON RETURN TO THE FIELD, HE DECIDED HIS BEST ALTERNATIVE WAS TO                                                    USE POWER TO CONTROL THE NOSE ATTITUDE  DURING HIS LANDING FLARE, HE ADDED POWER TO RAISE THE NOSE AND TOUCH DOWN ON THE MAIN WHEELS, BUT THE TOUCHDOWN WAS HARD AND THE AIRCRAFT STARTED A PORPOISE  THE THIRD TOUCHDOWN WAS HARD ENOUGH TO COLLAPSE THE NOSE GEAR AND CAUSE AN EXCURSION OFF THE LEFT SIDE OF THE RUNWAY  ACCORDING TO AN FAA INSPECTOR, THE PILOT STATED THAT HE HAD TO ASK FOR HELP MANIPULATING THE YOKE IN PITCH DURING THE TAKEOFF ROTATION  THE INSPECTOR EXAMINED THE FLIGHT CONTROLS FOR INTERFERENCE AND FOUND NONE  HE FOUND FULL FLIGHT CONTROL CONTINUITY AND AUTHORITY FROM STOP TO STOP, AND OBSERVED NO DAMAGE TO OR MALFUNCTION OF THE FLIGHT CONTROL SYSTEM ",1
SEE ATTACHED INFORMATION REGARDING PHONE INTERVIEW WITH MR  WOOD ,1
"PILOT STATEMENT: ON FRIDAY, OCTOBER 19, 2001, AT 65 AM, AT LOVE AIRFIELD IN PRESCOTT, ARIZONA, THE PLANE A CESSNA 210, N331CB, WAS TIED DOWN IN THE SECOND ROW OF THE TRANSIENT PARKING AREA  THE TRANSIENT PARKING AREA IS ON AN INCLINE  I UNTIED THE TWO WINGS, LEAVING THE TAIL STILL TIED AND WENT INSIDE THE TERMINAL TO PAY MY TRANSIENT OVERNIGHT FEE  WHEN I CAME OUT TO SERVICE THE PLANE, I RELEASED THE TAIL TIE, CHECKED THE OIL AND ADDED A QUART  SINCE IT WAS COLD, THE OIL RAN VERY SLOWLY AND I WAS CONCERNED ABOUT BEING ABLE TO START THE ENGINE  AT THIS POINT, I HAD NOT TURNED ON THE RADIOS OR CHECKED WITH THE TOWER AS I WAS NOT READY TO LEAVE AND WAS STILL SERVICING THE PLANE  WHEN I STARTED THE ENGINE THE EMERGENCY BRAKE WAS ON  I WAS CHECKING THE OIL PRESSURE WHEN I FELT THE PLANE BEGIN TO MOVE  IMMEDIATELY I STARTED TO APPLY THE BRAKES AND STEER THE PLANE  AT FIRST, I DID NOT REMEMBER THAT THE DAY BEFORE, WHEN I HAD PARKED THE PLANE, I HAD PLACED MY HEADSET IN ITS BLACK CASE ON THE FLOOR AGAINST THE PEDALS TO BE OUT OF SIGHT  AS THE SUN HAD NOT RISEN YET, THE BLACK CASE WAS NOT VISIBLE  BY THE TIME I REALIZED WHAT WAS HAPPENING, MY RIGHT WING HAD HIT THE TAIL OF THE MERLIN PLANE PARKED JUST IN FRONT OF ME  THIS CAUSED MY PLANE TO SPIN AROUND INTO THE SIDE OF THE MERLIN WHERE MY PROPELLER HIT THAT PLANE'S DOOR ",1
"THE AIRMAN PERFORMED A NORMAL TAKEOFF FROM THE CAMBRIDGE AIRPORT  IMMEDIATELY AFTER LIFT OFF, THE PILOT HEARD A BANGING NOISE, AND REALIZED THAT HE HAD LEFT HIS KEYS IN THE OUTSIDE OF THE DOOR  THE AIRMAN FELT THAT HE HAD SUFFICIENT RUNWAY REMAINING TO ABORT THE TAKEOFF, BUT FAILED TO REALIZE THAT HE HAD ALREADY RETRACTED THE LANDING GEAR  THE AIRCRAFT THEN LANDED GEAR UP ON THE RUNWAY AND SLID OFF THE END INTO THE GRASS OVERRUN  DAMAGE TO THE BELLY OF THE AIRCRAFT, PROPELLERS AND ANTENNAS ",1
WHILE TAXIING TO PARKING AFTER LANDING THE AIRCRAFT NOSE WHEEL DEPARTED THE TAXIWAY  THE AIRCRAFT WAS STOPPED PRIOR TO THE MAIN WHEELS LEAVING THE TAXIWAY  THE PROPELLER WAS DAMAGED WHEN IT STRUCK THE TAXIWAY EDGE ,1
"PRIVACY DATA O PIC OF N82HR, A PC-125 WAS DISTRACTED DURING PREFLIGHT AND LEFT THE TOW BAR ATTACHED TO THE AIRCRAFT  THE PILOT DEPARTED HARRIS RANCH AGRI-AIRPORT WITH THE TOW BAR STILL ATTACHED   THE PILOT SAID HE DID NOTICE A STRANGE NOISE DURING TAKE OFF, BUT IT QUIT ABOUT HALF WAY THROUGH THE TAKE OFF RUN   AFTER LIFT OFF THE PILOT ATTEMPTED TO RAISE THE GEAR, BUT THE NOSE GEAR WOULD NOT FULLY RETRACT   THE PILOT THEN REALIZED WHAT HAD HAPPENED AND DECIDED TO DIVERT TO FAT INSTEAD OF HIS INTENDED DESTINATION OF SACRAMENTO, CA SO THAT HE COULD MAKE AN EMERGENCY LANDING   THE PILOT SHUT THE AIRCRAFT FUEL SYSTEM DOWN AND FEATHERED THE PROPELLER ON SHORT FINAL TO MINIMIZE DAMAGE TO THE AIRCRAFT   THE TOW BAR CONTACTED THE RUNWAY FIRST AND WAS PUSHED REARWARD ALONG THE FUSELAGE BUT REMAINED ATTACHED   THE AIRCRAFT NOSE WAS HELD OFF THE RUNWAY UNTIL LOSS OF AERODYNAMIC ELEVATOR CONTROL   THE PILOT LET THE NOSE DOWN AND TOW OF THE PROPELLER BLADES IMPACTED THE RUNWAY   THE AIRCRAFT CAME TO A STOP ON THE CENTER-LINE OF THE RUNWAY WITHOUT ANY FURTHER DAMAGE ",1
